Unnamed: 0,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,genre,song_name,title,text_feature
4512,0.509,0.8240000000000001,8,-7.849,0,0.0761,0.000688,0.911,0.0828,0.0917,139.947,audio_features,173210,4,Dark Trap,limerence,, limerence
7854,0.696,0.738,11,-7.159,0,0.374,0.408,0.0,0.147,0.489,170.03,audio_features,139372,4,Underground Rap,Red Mansion,, Red Mansion
12588,0.436,0.893,9,-4.18,0,0.0556,0.000362,0.0,0.103,0.0794,124.113,audio_features,226680,4,Emo,The Ballad of Mona Lisa,, The Ballad of Mona Lisa
40109,0.418,0.945,8,-1.922,1,0.0541,0.00399,0.00386,0.342,0.166,155.129,audio_features,262706,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
22449,0.7959999999999999,0.826,4,-5.092,0,0.0599,0.0057399999999999,0.57,0.0466,0.6890000000000001,123.99,audio_features,319355,4,techhouse,,Tech House Music 2020,Tech House Music 2020 
41966,0.512,0.8909999999999999,9,-3.2030000000000003,0,0.41,0.0205,0.0,0.331,0.0804,155.036,audio_features,213290,4,hardstyle,,Best of Hardstyle 2020,Best of Hardstyle 2020 
7891,0.8370000000000001,0.481,10,-8.522,0,0.0801,0.12,0.0,0.309,0.578,122.98,audio_features,208398,4,Underground Rap,Devastated,, Devastated
40865,0.574,0.8270000000000001,1,-3.891,0,0.0486,0.016,0.000658,0.187,0.376,150.003,audio_features,325404,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
36871,0.356,0.952,4,1.4980000000000002,0,0.2339999999999999,0.0986,0.623,0.537,0.0539,176.977,audio_features,223729,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
41740,0.3939999999999999,0.961,6,-3.732,0,0.0752,0.0498,0.31,0.298,0.222,149.891,audio_features,150400,4,hardstyle,,Euphoric Hardstyle & Melodic Hardstyle,Euphoric Hardstyle & Melodic Hardstyle 
22854,0.884,0.62,3,-7.166,1,0.0972,0.00554,0.000199,0.0484,0.7959999999999999,119.992,audio_features,296046,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
25211,0.716,0.3720000000000001,1,-13.959,1,0.0538,0.0292,0.878,0.0989,0.178,127.016,audio_features,489590,4,techno,,Dark Techno,Dark Techno 
15053,0.7559999999999999,0.505,1,-10.862,0,0.464,0.129,0.0,0.163,0.185,129.97,audio_features,194637,4,Rap,God's a Girl?,, God's a Girl?
10465,0.245,0.852,9,-3.215,1,0.487,0.0329,0.242,0.76,0.165,170.312,audio_features,104471,4,Trap Metal,BLADETUCKEDFACEFUCK,, BLADETUCKEDFACEFUCK
5211,0.627,0.9,2,-1.248,1,0.352,0.0801,0.0,0.045,0.393,195.908,audio_features,178567,4,Underground Rap,Spin the Block (feat. Kodak Black),, Spin the Block (feat. Kodak Black)
35918,0.42,0.975,5,-0.77,0,0.24,0.0269,0.0221,0.2339999999999999,0.303,150.024,audio_features,184630,4,trap,,I'm a fucking Headbanger,I'm a fucking Headbanger 
37110,0.528,0.953,8,-6.28,1,0.0762,0.0213,0.8440000000000001,0.0786,0.792,175.945,audio_features,305455,4,dnb,,Drum and Bass - 2015 to 2020,Drum and Bass - 2015 to 2020 
31890,0.55,0.991,0,-5.141,1,0.0339,4.61e-05,0.805,0.157,0.142,142.985,audio_features,438042,4,psytrance,,Psytrance 2020,Psytrance 2020 
34489,0.4479999999999999,0.936,1,-2.717,0,0.0575,2.24e-05,9.93e-05,0.349,0.324,144.866,audio_features,254897,4,trap,,Lost Lands 2019,Lost Lands 2019 
13458,0.529,0.8759999999999999,1,-4.382,0,0.0439,0.00383,0.0,0.107,0.461,192.052,audio_features,233795,4,Emo,Blank Space - Rock,, Blank Space - Rock
23729,0.7559999999999999,0.953,11,-5.28,1,0.0582,0.00244,0.912,0.131,0.58,125.005,audio_features,253440,4,techhouse,,Tech House 2020,Tech House 2020 
24603,0.679,0.944,10,-9.277,0,0.109,0.000524,0.856,0.1939999999999999,0.0647,126.991,audio_features,398702,4,techno,,True Techno,True Techno 
11284,0.8109999999999999,0.773,2,-7.224,0,0.124,0.0189,0.425,0.544,0.128,120.053,audio_features,141559,4,Trap Metal,Sacrilege,, Sacrilege
38550,0.545,0.986,1,-2.595,1,0.0951,0.00061,0.6779999999999999,0.648,0.102,174.99900000000005,audio_features,419056,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
26701,0.626,0.904,8,-10.465,1,0.0428,0.0107,0.888,0.0825,0.182,134.003,audio_features,412212,4,techno,,techno. only. (08/02),techno. only. (08/02) 
37134,0.507,0.8809999999999999,11,-4.339,0,0.0451,0.00199,0.857,0.0607,0.0323,173.977,audio_features,390503,4,dnb,,Liquid Drum & Bass,Liquid Drum & Bass 
25472,0.8009999999999999,0.767,11,-13.323,1,0.103,0.0177,0.88,0.0819999999999999,0.174,126.02,audio_features,358750,4,techno,,Acid Techno,Acid Techno 
25157,0.8,0.875,2,-6.307,1,0.0641,0.00121,0.755,0.0967,0.0687,127.006,audio_features,410079,4,techno,,Techno,Techno 
29274,0.4539999999999999,0.972,1,-5.6720000000000015,1,0.14,0.00183,0.731,0.517,0.076,138.006,audio_features,234538,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
18704,0.846,0.416,10,-13.767,0,0.118,0.156,9.34e-06,0.238,0.645,192.376,audio_features,259000,4,Hiphop,I Get Around,, I Get Around
14565,0.784,0.459,1,-7.614,1,0.311,0.00469,0.0,0.25,0.277,75.97399999999998,audio_features,310399,4,Rap,Play Wit Yo' Bitch,, Play Wit Yo' Bitch
38916,0.501,0.898,1,-4.165,1,0.0596,0.0592,0.807,0.1119999999999999,0.0389,174.007,audio_features,342280,4,dnb,,Liquid Drum & Bass,Liquid Drum & Bass 
32692,0.61,0.945,1,-5.022,1,0.0434,9.36e-05,0.762,0.133,0.206,144.02700000000004,audio_features,460665,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
19406,0.763,0.654,11,-9.423,0,0.506,0.0875,2.91e-06,0.139,0.277,119.982,audio_features,160522,4,Hiphop,,, 
30012,0.495,0.96,11,-7.377999999999999,1,0.0449,0.000551,0.695,0.0715,0.205,138.004,audio_features,403000,4,trance,,Uplifting Trance.,Uplifting Trance. 
16154,0.552,0.759,8,-3.019,1,0.269,0.0685,0.0,0.0425,0.6759999999999999,192.004,audio_features,243773,4,RnB,(When You Gonna) Give It Up To Me (feat. Keyshia Cole),, (When You Gonna) Give It Up To Me (feat. Keyshia Cole)
34890,0.507,0.942,5,-3.131,0,0.246,0.000665,0.496,0.261,0.366,149.874,audio_features,259200,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
30796,0.643,0.958,0,-5.55,1,0.0552,0.000337,0.866,0.1639999999999999,0.5770000000000001,150.004,audio_features,449600,4,psytrance,,Psytrance Can,Psytrance Can 
12966,0.45,0.978,9,-4.198,0,0.0637,0.000124,7.14e-06,0.361,0.268,155.014,audio_features,262573,4,Emo,Reinventing Your Exit,, Reinventing Your Exit
10450,0.595,0.863,8,-1.335,1,0.159,0.0164,0.0,0.253,0.353,160.024,audio_features,108000,4,Trap Metal,3days,, 3days
37816,0.381,0.993,0,-2.418,1,0.297,0.000217,0.71,0.642,0.358,175.048,audio_features,269760,4,dnb,,Fingah Pistols!,Fingah Pistols! 
17556,0.768,0.652,1,-6.589,1,0.194,0.0564,0.0,0.425,0.387,180.128,audio_features,278693,4,RnB,Mesmerize,, Mesmerize
13187,0.623,0.493,5,-7.727,0,0.0338,0.0632,0.0,0.104,0.594,162.03799999999995,audio_features,223847,4,Emo,Lights Down Low,, Lights Down Low
38403,0.537,0.906,8,-1.167,0,0.0651,0.133,0.0187,0.319,0.504,173.898,audio_features,215172,4,dnb,,Fingah Pistols!,Fingah Pistols! 
15022,0.7120000000000001,0.562,10,-6.007999999999999,1,0.129,0.125,0.0,0.136,0.142,140.0,audio_features,236480,4,Rap,I Mean It (feat. Remo),, I Mean It (feat. Remo)
39653,0.425,0.939,9,-5.22,0,0.1939999999999999,0.0062299999999999,0.0,0.0602,0.284,153.997,audio_features,228312,4,hardstyle,,Best Hardstyle ever made,Best Hardstyle ever made 
28265,0.358,0.96,11,-7.234,0,0.0787,4.83e-05,0.0128,0.3720000000000001,0.108,137.00799999999998,audio_features,182038,4,trance,,Vocal Melodic Trance Top 1000,Vocal Melodic Trance Top 1000 
9312,0.835,0.708,6,-7.522,0,0.205,0.00528,0.0,0.129,0.465,131.747,audio_features,119458,4,Underground Rap,Who I Am,, Who I Am
3725,0.8270000000000001,0.402,1,-11.205,1,0.0996,0.0157,0.904,0.0745,0.0787,154.013,audio_features,218182,3,Dark Trap,Holy OAK,, Holy OAK
4698,0.753,0.679,5,-7.0920000000000005,0,0.0349,0.324,4.2100000000000014e-05,0.423,0.19,105.977,audio_features,145078,4,Underground Rap,Kill Yourself (Part III),, Kill Yourself (Part III)
900,0.747,0.388,8,-11.973,1,0.0593,0.088,0.0131,0.111,0.175,190.016,audio_features,146250,4,Dark Trap,Zombie,, Zombie
27265,0.546,0.711,4,-5.819,0,0.134,0.0066599999999999,0.00114,0.138,0.1889999999999999,130.158,audio_features,225254,4,trance,,Vocal Melodic Trance Top 1000,Vocal Melodic Trance Top 1000 
39487,0.5489999999999999,0.8170000000000001,2,-3.009,1,0.145,0.00069,2.19e-06,0.175,0.258,149.99200000000005,audio_features,238472,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
19065,0.7390000000000001,0.491,1,-9.726,0,0.413,0.626,0.0,0.126,0.448,188.782,audio_features,322160,4,Hiphop,From Time,, From Time
34659,0.695,0.899,1,-2.9930000000000003,1,0.2,0.146,5.520000000000003e-05,0.119,0.447,150.108,audio_features,198400,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
33455,0.728,0.76,7,-4.285,1,0.0395,0.0015199999999999,0.00391,0.11,0.6890000000000001,145.018,audio_features,324928,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
32868,0.755,0.797,8,-10.071,1,0.0612,0.00283,0.797,0.104,0.0369,144.014,audio_features,580000,4,psytrance,,Best Psytrance 2020,Best Psytrance 2020 
15929,0.6859999999999999,0.818,5,-5.1110000000000015,0,0.241,0.0374,0.0,0.329,0.633,166.364,audio_features,293800,4,RnB,U Make Me Wanna,, U Make Me Wanna
5877,0.7809999999999999,0.7040000000000001,5,-6.218999999999999,0,0.0627,0.178,0.0,0.0951,0.0771,110.054,audio_features,162104,5,Underground Rap,Sci-Fi,, Sci-Fi
26975,0.693,0.86,1,-8.05,1,0.0399,0.11,0.927,0.0777,0.4639999999999999,123.003,audio_features,541936,4,techno,,Techno Daily,Techno Daily 
1999,0.674,0.7959999999999999,9,-4.977,1,0.0363,0.174,5.15e-06,0.376,0.259,134.03799999999998,audio_features,193576,4,Dark Trap,94s (feat. Wicca Phase Springs Eternal),, 94s (feat. Wicca Phase Springs Eternal)
28854,0.542,0.731,1,-5.96,1,0.0373,1.41e-05,0.0272,0.392,0.1669999999999999,128.0,audio_features,190195,4,trance,,Progressive & Melodic Trance,Progressive & Melodic Trance 
41709,0.467,0.998,6,-0.016,1,0.4379999999999999,0.0107,0.0063,0.406,0.347,155.062,audio_features,163774,4,hardstyle,,Best of Hardstyle 2020,Best of Hardstyle 2020 
4941,0.7290000000000001,0.799,11,-6.136,0,0.111,0.0573,4.18e-06,0.289,0.439,144.025,audio_features,240213,4,Underground Rap,VENGEANCE | VENGEANCE [FEAT. JPEGMAFIA & ZILLAKAMI | JPEGMAF1A + Z1LLAKAM1],, VENGEANCE | VENGEANCE [FEAT. JPEGMAFIA & ZILLAKAMI | JPEGMAF1A + Z1LLAKAM1]
33589,0.519,0.914,8,-0.105,0,0.0556,0.0226,5.59e-05,0.943,0.147,150.02200000000005,audio_features,243200,4,trap,,Lost Lands 2019,Lost Lands 2019 
39182,0.462,0.838,0,-5.481,1,0.0443,0.0145,0.179,0.179,0.216,150.063,audio_features,188400,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
6772,0.908,0.6409999999999999,1,-8.286,1,0.371,0.00321,0.0,0.0903,0.403,105.939,audio_features,154496,4,Underground Rap,Drip Walking,, Drip Walking
37483,0.647,0.892,10,-6.755,0,0.0896,0.00232,0.863,0.0861,0.391,173.771,audio_features,302166,4,dnb,,Liquid Drum & Bass,Liquid Drum & Bass 
39857,0.536,0.882,4,-4.767,0,0.0372,0.00195,2.55e-05,0.0976,0.193,149.941,audio_features,256400,4,hardstyle,,Ready2GetMaggot?,Ready2GetMaggot? 
21493,0.805,0.769,10,-11.4,0,0.0491,0.0071099999999999,0.8959999999999999,0.336,0.4589999999999999,123.015,audio_features,280970,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
12784,0.467,0.713,4,-6.349,0,0.0282,0.000271,1.4499999999999997e-05,0.149,0.34,175.93200000000004,audio_features,239587,4,Emo,The Road I'm On,, The Road I'm On
14131,0.7959999999999999,0.7659999999999999,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.5579999999999999,110.034,audio_features,219333,4,Rap,Alright,, Alright
35838,0.7070000000000001,0.655,2,-6.385,1,0.145,0.0225,0.0,0.341,0.0796,140.389,audio_features,198922,4,trap,,Riddim Dubstep,Riddim Dubstep 
38738,0.5760000000000001,0.8240000000000001,6,-5.658,0,0.0515,0.122,0.938,0.1009999999999999,0.123,174.023,audio_features,331035,4,dnb,,Liquid Drum & Bass,Liquid Drum & Bass 
15516,0.872,0.591,6,-6.952000000000001,0,0.359,0.111,0.0,0.144,0.696,131.982,audio_features,205352,4,Rap,can't leave without it,, can't leave without it
30318,0.635,0.91,8,-6.757999999999999,1,0.051,0.000721,0.87,0.0875,0.551,144.997,audio_features,540003,4,psytrance,,"Psy, Goa, Full on Trance","Psy, Goa, Full on Trance "
40465,0.537,0.7040000000000001,5,-8.265,0,0.1009999999999999,0.00591,0.00298,0.3229999999999999,0.429,150.072,audio_features,239217,4,hardstyle,,Greatest Hardstyle Playlist,Greatest Hardstyle Playlist 
28435,0.499,0.927,2,-4.273,0,0.187,0.0182,0.0446,0.308,0.336,127.939,audio_features,189949,4,trance,,Progressive Trance,Progressive Trance 
26234,0.615,0.967,7,-7.1370000000000005,1,0.0636,0.0002319999999999,0.727,0.12,0.216,137.011,audio_features,393500,4,techno,,techno. only. (08/02),techno. only. (08/02) 
18376,0.8540000000000001,0.71,4,-6.32,0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,audio_features,214947,4,Hiphop,Jump Around,, Jump Around
26766,0.836,0.586,7,-9.468,1,0.122,0.00344,0.851,0.0542,0.346,125.0,audio_features,446366,4,techno,,Techno,Techno 
11169,0.912,0.7170000000000001,8,-6.8020000000000005,1,0.187,0.0257,0.0,0.61,0.509,199.886,audio_features,153652,4,Trap Metal,Elysian Fields,, Elysian Fields
14403,0.8440000000000001,0.513,1,-8.769,1,0.335,0.178,0.0,0.0845,0.344,128.085,audio_features,244941,4,Rap,Legacy (feat. Travis Scott & 21 Savage),, Legacy (feat. Travis Scott & 21 Savage)
40757,0.466,0.969,6,-2.874,0,0.0669,0.00134,0.861,0.309,0.0696,150.067,audio_features,299200,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
26344,0.674,0.748,7,-7.598,1,0.0441,0.0139999999999999,0.871,0.0929,0.346,123.005,audio_features,518989,3,techno,,Techno,Techno 
29121,0.499,0.787,3,-5.31,0,0.0447,0.0237,0.0108,0.1639999999999999,0.205,129.734,audio_features,266400,4,trance,,Anjunabeats Volumes 1 - 14,Anjunabeats Volumes 1 - 14 
37369,0.6659999999999999,0.8109999999999999,5,-5.416,1,0.0596,0.000454,0.8009999999999999,0.0848,0.206,173.99900000000005,audio_features,265954,4,dnb,,Liquid Drum & Bass,Liquid Drum & Bass 
25612,0.8340000000000001,0.8320000000000001,6,-6.879,0,0.0727,0.00955,0.883,0.0722,0.365,127.996,audio_features,330281,4,techno,,Techno 2020,Techno 2020 
11297,0.626,0.603,5,-9.047,0,0.207,0.045,0.000228,0.133,0.138,113.078,audio_features,474157,4,Trap Metal,I No Longer Fear The Razor Guarding My Heel (IV),, I No Longer Fear The Razor Guarding My Heel (IV)
7794,0.961,0.438,7,-7.877000000000002,1,0.31,0.0431,0.0,0.139,0.412,124.018,audio_features,251080,4,Underground Rap,What's the Move (feat. Lil Uzi Vert),, What's the Move (feat. Lil Uzi Vert)
38331,0.496,0.956,11,-0.703,0,0.113,0.00146,0.0315,0.362,0.3929999999999999,174.033,audio_features,273143,4,dnb,,DRUM & BASS 2020,DRUM & BASS 2020 
30221,0.586,0.868,9,-3.149,1,0.0508,0.0008529999999999,0.517,0.0505,0.2,139.97299999999998,audio_features,370286,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
17717,0.792,0.631,10,-8.949,0,0.0617,0.0335,0.0,0.107,0.18,118.85,audio_features,217667,4,RnB,Phases,, Phases
11374,0.77,0.603,8,-7.354,1,0.0815,0.279,0.0,0.124,0.135,209.93400000000003,audio_features,127922,4,Trap Metal,Eclipse,, Eclipse
35282,0.7440000000000001,1.0,6,-0.306,1,0.347,0.0902,0.00237,0.643,0.122,144.996,audio_features,215177,4,trap,,I'm a fucking Headbanger,I'm a fucking Headbanger 
33671,0.71,0.968,5,-1.346,1,0.1169999999999999,5.98e-05,0.152,0.387,0.153,139.937,audio_features,260571,4,trap,,RIDDIM,RIDDIM 
14075,0.931,0.667,6,-7.042999999999998,0,0.318,0.0144,0.0,0.15,0.667,142.039,audio_features,207739,4,Rap,All Bad (feat. Lil Uzi Vert),, All Bad (feat. Lil Uzi Vert)
